ALUNO_ID;DESC_ASSUNTO;DT_LANCADO
1.121.421;FALTA REGULAR MATUTINO;22.01.2014
1.121.521;FALTA REGULAR MATUTINO;22.01.2014
4.120.019;FALTA REGULAR MATUTINO;22.01.2014
4.120.229;FALTA REGULAR MATUTINO;22.01.2014
4.120.488;FALTA REGULAR MATUTINO;22.01.2014
4.120.529;FALTA REGULAR MATUTINO;22.01.2014
4.120.569;FALTA REGULAR MATUTINO;22.01.2014
4.120.599;FALTA REGULAR MATUTINO;22.01.2014
4.120.632;FALTA REGULAR MATUTINO;22.01.2014
4.120.643;FALTA REGULAR MATUTINO;22.01.2014
4.120.648;FALTA REGULAR MATUTINO;22.01.2014
4.120.665;FALTA REGULAR MATUTINO;22.01.2014
4.120.727;FALTA REGULAR MATUTINO;22.01.2014
4.120.761;FALTA REGULAR MATUTINO;22.01.2014
4.120.762;FALTA REGULAR MATUTINO;22.01.2014
4.120.763;FALTA REGULAR MATUTINO;22.01.2014
4.120.779;FALTA REGULAR MATUTINO;22.01.2014
4.120.795;FALTA REGULAR MATUTINO;22.01.2014
120.017;FALTA REGULAR VESPERTINO;22.01.2014
120.073;FALTA REGULAR VESPERTINO;22.01.2014
120.083;FALTA REGULAR VESPERTINO;22.01.2014
120.163;FALTA REGULAR VESPERTINO;22.01.2014
120.277;FALTA REGULAR VESPERTINO;22.01.2014
120.341;FALTA REGULAR VESPERTINO;22.01.2014
1.120.712;FALTA REGULAR VESPERTINO;22.01.2014
1.121.277;FALTA REGULAR VESPERTINO;22.01.2014
1.121.350;FALTA REGULAR VESPERTINO;22.01.2014
1.121.421;FALTA REGULAR VESPERTINO;22.01.2014
1.121.521;FALTA REGULAR VESPERTINO;22.01.2014
4.120.488;FALTA REGULAR VESPERTINO;22.01.2014
4.120.762;FALTA REGULAR VESPERTINO;22.01.2014
4.120.763;FALTA REGULAR VESPERTINO;22.01.2014
4.120.776;FALTA REGULAR VESPERTINO;22.01.2014
120.419;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;22.01.2014
120.073;FALTA REGULAR MATUTINO;23.01.2014
120.163;FALTA REGULAR MATUTINO;23.01.2014
120.277;FALTA REGULAR MATUTINO;23.01.2014
120.341;FALTA REGULAR MATUTINO;23.01.2014
1.121.277;FALTA REGULAR MATUTINO;23.01.2014
1.121.350;FALTA REGULAR MATUTINO;23.01.2014
1.121.521;FALTA REGULAR MATUTINO;23.01.2014
1.121.603;FALTA REGULAR MATUTINO;23.01.2014
4.120.040;FALTA REGULAR MATUTINO;23.01.2014
4.120.044;FALTA REGULAR MATUTINO;23.01.2014
4.120.254;FALTA REGULAR MATUTINO;23.01.2014
4.120.460;FALTA REGULAR MATUTINO;23.01.2014
4.120.488;FALTA REGULAR MATUTINO;23.01.2014
4.120.632;FALTA REGULAR MATUTINO;23.01.2014
4.120.643;FALTA REGULAR MATUTINO;23.01.2014
4.120.648;FALTA REGULAR MATUTINO;23.01.2014
4.120.665;FALTA REGULAR MATUTINO;23.01.2014
4.120.727;FALTA REGULAR MATUTINO;23.01.2014
4.120.754;FALTA REGULAR MATUTINO;23.01.2014
4.120.763;FALTA REGULAR MATUTINO;23.01.2014
4.120.769;FALTA REGULAR MATUTINO;23.01.2014
4.120.779;FALTA REGULAR MATUTINO;23.01.2014
4.120.791;FALTA REGULAR MATUTINO;23.01.2014
4.120.796;FALTA REGULAR MATUTINO;23.01.2014
120.073;FALTA REGULAR VESPERTINO;23.01.2014
120.163;FALTA REGULAR VESPERTINO;23.01.2014
120.277;FALTA REGULAR VESPERTINO;23.01.2014
120.341;FALTA REGULAR VESPERTINO;23.01.2014
1.121.350;FALTA REGULAR VESPERTINO;23.01.2014
1.121.521;FALTA REGULAR VESPERTINO;23.01.2014
1.121.603;FALTA REGULAR VESPERTINO;23.01.2014
4.120.488;FALTA REGULAR VESPERTINO;23.01.2014
4.120.763;FALTA REGULAR VESPERTINO;23.01.2014
1.121.048;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;23.01.2014
4.120.787;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;23.01.2014
120.218;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;23.01.2014
120.354;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;23.01.2014
4.120.082;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;23.01.2014
120.419;RETORNOU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;23.01.2014
120.089;ATRASO MATUTINO;23.01.2014
4.120.400;ATRASO MATUTINO;23.01.2014
4.120.597;ATRASO MATUTINO;23.01.2014
120.073;FALTA REGULAR MATUTINO;24.01.2014
120.163;FALTA REGULAR MATUTINO;24.01.2014
120.277;FALTA REGULAR MATUTINO;24.01.2014
120.341;FALTA REGULAR MATUTINO;24.01.2014
1.120.712;FALTA REGULAR MATUTINO;24.01.2014
1.121.350;FALTA REGULAR MATUTINO;24.01.2014
1.121.521;FALTA REGULAR MATUTINO;24.01.2014
1.121.583;FALTA REGULAR MATUTINO;24.01.2014
1.121.603;FALTA REGULAR MATUTINO;24.01.2014
4.120.030;FALTA REGULAR MATUTINO;24.01.2014
4.120.599;FALTA REGULAR MATUTINO;24.01.2014
4.120.632;FALTA REGULAR MATUTINO;24.01.2014
4.120.643;FALTA REGULAR MATUTINO;24.01.2014
4.120.648;FALTA REGULAR MATUTINO;24.01.2014
4.120.665;FALTA REGULAR MATUTINO;24.01.2014
4.120.727;FALTA REGULAR MATUTINO;24.01.2014
4.120.763;FALTA REGULAR MATUTINO;24.01.2014
4.120.770;FALTA REGULAR MATUTINO;24.01.2014
4.120.779;FALTA REGULAR MATUTINO;24.01.2014
4.120.796;FALTA REGULAR MATUTINO;24.01.2014
120.163;FALTA REGULAR VESPERTINO;24.01.2014
120.277;FALTA REGULAR VESPERTINO;24.01.2014
1.121.583;FALTA REGULAR VESPERTINO;24.01.2014
4.120.755;FALTA REGULAR VESPERTINO;24.01.2014
4.120.763;FALTA REGULAR VESPERTINO;24.01.2014
4.120.788;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;24.01.2014
4.120.147;ATRASO MATUTINO;24.01.2014
4.120.298;ATRASO MATUTINO;24.01.2014
4.120.736;ATRASO MATUTINO;24.01.2014
4.120.737;ATRASO MATUTINO;24.01.2014
100.241;FALTA REGULAR MATUTINO;27.01.2014
120.046;FALTA REGULAR MATUTINO;27.01.2014
120.147;FALTA REGULAR MATUTINO;27.01.2014
120.277;FALTA REGULAR MATUTINO;27.01.2014
120.341;FALTA REGULAR MATUTINO;27.01.2014
120.469;FALTA REGULAR MATUTINO;27.01.2014
1.121.350;FALTA REGULAR MATUTINO;27.01.2014
1.121.447;FALTA REGULAR MATUTINO;27.01.2014
1.121.481;FALTA REGULAR MATUTINO;27.01.2014
1.121.583;FALTA REGULAR MATUTINO;27.01.2014
4.120.044;FALTA REGULAR MATUTINO;27.01.2014
4.120.222;FALTA REGULAR MATUTINO;27.01.2014
4.120.294;FALTA REGULAR MATUTINO;27.01.2014
4.120.297;FALTA REGULAR MATUTINO;27.01.2014
4.120.312;FALTA REGULAR MATUTINO;27.01.2014
4.120.394;FALTA REGULAR MATUTINO;27.01.2014
4.120.599;FALTA REGULAR MATUTINO;27.01.2014
4.120.642;FALTA REGULAR MATUTINO;27.01.2014
4.120.643;FALTA REGULAR MATUTINO;27.01.2014
4.120.648;FALTA REGULAR MATUTINO;27.01.2014
4.120.665;FALTA REGULAR MATUTINO;27.01.2014
4.120.703;FALTA REGULAR MATUTINO;27.01.2014
4.120.727;FALTA REGULAR MATUTINO;27.01.2014
4.120.763;FALTA REGULAR MATUTINO;27.01.2014
4.120.796;FALTA REGULAR MATUTINO;27.01.2014
100.241;FALTA REGULAR VESPERTINO;27.01.2014
120.026;FALTA REGULAR VESPERTINO;27.01.2014
120.277;FALTA REGULAR VESPERTINO;27.01.2014
120.341;FALTA REGULAR VESPERTINO;27.01.2014
1.121.056;FALTA REGULAR VESPERTINO;27.01.2014
1.121.350;FALTA REGULAR VESPERTINO;27.01.2014
1.121.481;FALTA REGULAR VESPERTINO;27.01.2014
1.121.583;FALTA REGULAR VESPERTINO;27.01.2014
4.120.127;FALTA REGULAR VESPERTINO;27.01.2014
4.120.763;FALTA REGULAR VESPERTINO;27.01.2014
4.120.253;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;27.01.2014
4.120.294;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;27.01.2014
4.120.127;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;27.01.2014
4.120.175;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;27.01.2014
120.091;ATRASO MATUTINO;27.01.2014
120.354;ATRASO MATUTINO;27.01.2014
1.120.794;ATRASO MATUTINO;27.01.2014
1.121.521;ATRASO MATUTINO;27.01.2014
4.120.005;ATRASO MATUTINO;27.01.2014
4.120.247;ATRASO MATUTINO;27.01.2014
4.120.248;ATRASO MATUTINO;27.01.2014
4.120.366;ATRASO MATUTINO;27.01.2014
4.120.436;ATRASO MATUTINO;27.01.2014
4.120.673;ATRASO MATUTINO;27.01.2014
120.046;FALTA REGULAR MATUTINO;28.01.2014
120.277;FALTA REGULAR MATUTINO;28.01.2014
120.316;FALTA REGULAR MATUTINO;28.01.2014
1.120.712;FALTA REGULAR MATUTINO;28.01.2014
1.121.350;FALTA REGULAR MATUTINO;28.01.2014
1.121.481;FALTA REGULAR MATUTINO;28.01.2014
4.120.030;FALTA REGULAR MATUTINO;28.01.2014
4.120.040;FALTA REGULAR MATUTINO;28.01.2014
4.120.044;FALTA REGULAR MATUTINO;28.01.2014
4.120.127;FALTA REGULAR MATUTINO;28.01.2014
4.120.205;FALTA REGULAR MATUTINO;28.01.2014
4.120.235;FALTA REGULAR MATUTINO;28.01.2014
4.120.301;FALTA REGULAR MATUTINO;28.01.2014
4.120.398;FALTA REGULAR MATUTINO;28.01.2014
4.120.665;FALTA REGULAR MATUTINO;28.01.2014
4.120.727;FALTA REGULAR MATUTINO;28.01.2014
4.120.763;FALTA REGULAR MATUTINO;28.01.2014
4.120.795;FALTA REGULAR MATUTINO;28.01.2014
120.011;FALTA REGULAR VESPERTINO;28.01.2014
120.277;FALTA REGULAR VESPERTINO;28.01.2014
1.121.481;FALTA REGULAR VESPERTINO;28.01.2014
4.120.054;FALTA REGULAR VESPERTINO;28.01.2014
4.120.127;FALTA REGULAR VESPERTINO;28.01.2014
4.120.670;FALTA REGULAR VESPERTINO;28.01.2014
4.120.763;FALTA REGULAR VESPERTINO;28.01.2014
1.121.056;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;28.01.2014
4.120.078;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;28.01.2014
4.120.282;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;28.01.2014
4.120.367;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;28.01.2014
4.120.670;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;28.01.2014
4.120.684;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;28.01.2014
4.120.751;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;28.01.2014
1.121.056;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;28.01.2014
1.121.322;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;28.01.2014
4.120.235;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;28.01.2014
4.120.078;RETORNOU ANTES DO TÉRMINO DAS AULAS MATUTINO.;28.01.2014
120.371;DIREÇÃO;28.01.2014
4.120.555;DIREÇÃO;28.01.2014
4.120.595;DIREÇÃO;28.01.2014
4.120.763;DIREÇÃO;28.01.2014
4.120.019;ATRASO MATUTINO;28.01.2014
4.120.736;ATRASO MATUTINO;28.01.2014
4.120.737;ATRASO MATUTINO;28.01.2014
4.120.794;ATRASO MATUTINO;28.01.2014
4.120.797;ATRASO MATUTINO;28.01.2014
4.120.797;ATRASO MATUTINO;28.01.2014
120.277;FALTA REGULAR MATUTINO;29.01.2014
1.121.250;FALTA REGULAR MATUTINO;29.01.2014
1.121.255;FALTA REGULAR MATUTINO;29.01.2014
1.121.350;FALTA REGULAR MATUTINO;29.01.2014
1.121.481;FALTA REGULAR MATUTINO;29.01.2014
4.120.127;FALTA REGULAR MATUTINO;29.01.2014
4.120.312;FALTA REGULAR MATUTINO;29.01.2014
4.120.665;FALTA REGULAR MATUTINO;29.01.2014
4.120.670;FALTA REGULAR MATUTINO;29.01.2014
4.120.727;FALTA REGULAR MATUTINO;29.01.2014
4.120.751;FALTA REGULAR MATUTINO;29.01.2014
4.120.757;FALTA REGULAR MATUTINO;29.01.2014
4.120.763;FALTA REGULAR MATUTINO;29.01.2014
4.120.779;FALTA REGULAR MATUTINO;29.01.2014
120.277;FALTA REGULAR VESPERTINO;29.01.2014
1.121.255;FALTA REGULAR VESPERTINO;29.01.2014
1.121.350;FALTA REGULAR VESPERTINO;29.01.2014
1.121.481;FALTA REGULAR VESPERTINO;29.01.2014
4.120.127;FALTA REGULAR VESPERTINO;29.01.2014
4.120.147;FALTA REGULAR VESPERTINO;29.01.2014
4.120.650;FALTA REGULAR VESPERTINO;29.01.2014
4.120.763;FALTA REGULAR VESPERTINO;29.01.2014
1.121.157;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;29.01.2014
4.120.078;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;29.01.2014
4.120.368;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;29.01.2014
4.120.489;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;29.01.2014
4.120.082;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;29.01.2014
1.121.640;ATRASO MATUTINO;29.01.2014
4.120.030;ATRASO MATUTINO;29.01.2014
4.120.253;ATRASO MATUTINO;29.01.2014
4.120.742;ATRASO MATUTINO;29.01.2014
1.121.172;ATRASO VESPERTINO;29.01.2014
120.277;FALTA REGULAR MATUTINO;30.01.2014
1.120.712;FALTA REGULAR MATUTINO;30.01.2014
1.121.350;FALTA REGULAR MATUTINO;30.01.2014
4.120.665;FALTA REGULAR MATUTINO;30.01.2014
4.120.727;FALTA REGULAR MATUTINO;30.01.2014
4.120.751;FALTA REGULAR MATUTINO;30.01.2014
4.120.763;FALTA REGULAR MATUTINO;30.01.2014
4.120.768;FALTA REGULAR MATUTINO;30.01.2014
4.120.770;FALTA REGULAR MATUTINO;30.01.2014
4.120.779;FALTA REGULAR MATUTINO;30.01.2014
4.120.792;FALTA REGULAR MATUTINO;30.01.2014
120.017;FALTA REGULAR VESPERTINO;30.01.2014
120.091;FALTA REGULAR VESPERTINO;30.01.2014
120.147;FALTA REGULAR VESPERTINO;30.01.2014
120.277;FALTA REGULAR VESPERTINO;30.01.2014
1.121.350;FALTA REGULAR VESPERTINO;30.01.2014
1.121.395;FALTA REGULAR VESPERTINO;30.01.2014
1.121.640;FALTA REGULAR VESPERTINO;30.01.2014
4.120.175;FALTA REGULAR VESPERTINO;30.01.2014
4.120.763;FALTA REGULAR VESPERTINO;30.01.2014
4.120.792;FALTA REGULAR VESPERTINO;30.01.2014
1.121.395;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;30.01.2014
4.120.030;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;30.01.2014
4.120.246;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;30.01.2014
4.120.361;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;30.01.2014
4.120.376;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;30.01.2014
4.120.377;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;30.01.2014
4.120.476;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;30.01.2014
120.341;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;30.01.2014
1.121.583;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;30.01.2014
1.120.816;DIREÇÃO;30.01.2014
4.120.549;DIREÇÃO;30.01.2014
4.120.682;DIREÇÃO;30.01.2014
120.089;ATRASO MATUTINO;30.01.2014
120.091;ATRASO MATUTINO;30.01.2014
120.147;ATRASO MATUTINO;30.01.2014
4.120.078;ATRASO MATUTINO;30.01.2014
4.120.218;ATRASO MATUTINO;30.01.2014
4.120.222;ATRASO MATUTINO;30.01.2014
4.120.491;Assuntos Pedagógicos;30.01.2014
4.120.749;Assuntos Pedagógicos;30.01.2014
4.120.127;Atendimento Psicopedagógico;31.01.2014
4.120.663;Atendimento Psicopedagógico;31.01.2014
4.120.742;Atendimento Psicopedagógico;31.01.2014
120.371;Atendimento Psicopedagógico;31.01.2014
120.277;FALTA REGULAR MATUTINO;31.01.2014
120.354;FALTA REGULAR MATUTINO;31.01.2014
1.120.712;FALTA REGULAR MATUTINO;31.01.2014
1.121.350;FALTA REGULAR MATUTINO;31.01.2014
4.120.033;FALTA REGULAR MATUTINO;31.01.2014
4.120.040;FALTA REGULAR MATUTINO;31.01.2014
4.120.297;FALTA REGULAR MATUTINO;31.01.2014
4.120.365;FALTA REGULAR MATUTINO;31.01.2014
4.120.566;FALTA REGULAR MATUTINO;31.01.2014
4.120.665;FALTA REGULAR MATUTINO;31.01.2014
4.120.727;FALTA REGULAR MATUTINO;31.01.2014
4.120.751;FALTA REGULAR MATUTINO;31.01.2014
4.120.763;FALTA REGULAR MATUTINO;31.01.2014
4.120.767;FALTA REGULAR MATUTINO;31.01.2014
4.120.778;FALTA REGULAR MATUTINO;31.01.2014
4.120.779;FALTA REGULAR MATUTINO;31.01.2014
4.120.791;FALTA REGULAR MATUTINO;31.01.2014
4.120.792;FALTA REGULAR MATUTINO;31.01.2014
120.277;FALTA REGULAR VESPERTINO;31.01.2014
4.120.763;FALTA REGULAR VESPERTINO;31.01.2014
4.120.215;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;31.01.2014
4.120.703;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;31.01.2014
4.120.797;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;31.01.2014
4.120.030;ATRASO MATUTINO;31.01.2014
4.120.082;ATRASO MATUTINO;31.01.2014
4.120.547;ATRASO MATUTINO;31.01.2014
4.120.761;ATRASO MATUTINO;31.01.2014
4.120.762;ATRASO MATUTINO;31.01.2014
1.121.368;ATRASO VESPERTINO;31.01.2014
120.089;FALTA REGULAR MATUTINO;03.02.2014
120.277;FALTA REGULAR MATUTINO;03.02.2014
1.121.350;FALTA REGULAR MATUTINO;03.02.2014
4.120.202;FALTA REGULAR MATUTINO;03.02.2014
4.120.251;FALTA REGULAR MATUTINO;03.02.2014
4.120.365;FALTA REGULAR MATUTINO;03.02.2014
4.120.436;FALTA REGULAR MATUTINO;03.02.2014
4.120.608;FALTA REGULAR MATUTINO;03.02.2014
4.120.646;FALTA REGULAR MATUTINO;03.02.2014
4.120.665;FALTA REGULAR MATUTINO;03.02.2014
4.120.773;FALTA REGULAR MATUTINO;03.02.2014
4.120.779;FALTA REGULAR MATUTINO;03.02.2014
120.277;FALTA REGULAR VESPERTINO;03.02.2014
1.121.350;FALTA REGULAR VESPERTINO;03.02.2014
1.121.372;FALTA REGULAR VESPERTINO;03.02.2014
1.121.583;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;03.02.2014
4.120.264;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;03.02.2014
4.120.513;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;03.02.2014
4.120.715;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;03.02.2014
120.102;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;03.02.2014
1.121.412;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;03.02.2014
1.121.521;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;03.02.2014
1.121.583;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;03.02.2014
4.120.549;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;03.02.2014
4.120.564;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;03.02.2014
4.120.761;SAIU ANTES DO TÉRMINO DAS AULAS VESPERTINO.;03.02.2014
120.083;ATRASO MATUTINO;03.02.2014
1.121.269;ATRASO MATUTINO;03.02.2014
4.120.004;ATRASO MATUTINO;03.02.2014
4.120.363;ATRASO MATUTINO;03.02.2014
4.120.398;ATRASO MATUTINO;03.02.2014
4.120.460;ATRASO MATUTINO;03.02.2014
4.120.642;ATRASO MATUTINO;03.02.2014
4.120.663;ATRASO MATUTINO;03.02.2014
4.120.764;ATRASO MATUTINO;03.02.2014
4.120.795;ATRASO MATUTINO;03.02.2014
4.120.795;ATRASO MATUTINO;03.02.2014
4.120.744;DIREÇÃO;04.02.2014
4.120.642;DIREÇÃO;04.02.2014
120.277;FALTA REGULAR MATUTINO;04.02.2014
120.341;FALTA REGULAR MATUTINO;04.02.2014
1.120.816;FALTA REGULAR MATUTINO;04.02.2014
1.121.130;FALTA REGULAR MATUTINO;04.02.2014
1.121.350;FALTA REGULAR MATUTINO;04.02.2014
1.121.469;FALTA REGULAR MATUTINO;04.02.2014
4.120.082;FALTA REGULAR MATUTINO;04.02.2014
4.120.147;FALTA REGULAR MATUTINO;04.02.2014
4.120.202;FALTA REGULAR MATUTINO;04.02.2014
4.120.294;FALTA REGULAR MATUTINO;04.02.2014
4.120.365;FALTA REGULAR MATUTINO;04.02.2014
4.120.400;FALTA REGULAR MATUTINO;04.02.2014
4.120.436;FALTA REGULAR MATUTINO;04.02.2014
4.120.665;FALTA REGULAR MATUTINO;04.02.2014
4.120.701;FALTA REGULAR MATUTINO;04.02.2014
4.120.768;FALTA REGULAR MATUTINO;04.02.2014
4.120.779;FALTA REGULAR MATUTINO;04.02.2014
120.138;FALTA REGULAR VESPERTINO;04.02.2014
120.277;FALTA REGULAR VESPERTINO;04.02.2014
120.469;FALTA REGULAR VESPERTINO;04.02.2014
1.121.056;FALTA REGULAR VESPERTINO;04.02.2014
1.121.350;FALTA REGULAR VESPERTINO;04.02.2014
4.120.082;FALTA REGULAR VESPERTINO;04.02.2014
4.120.762;FALTA REGULAR VESPERTINO;04.02.2014
4.120.805;FALTA REGULAR VESPERTINO;04.02.2014
4.120.366;SAIU ANTES DO TÉRMINO DAS AULAS MATUTINO;04.02.2014
4.120.366;RETORNOU ANTES DO TÉRMINO DAS AULAS MATUTINO.;04.02.2014
4.120.528;DIREÇÃO;04.02.2014
120.089;ATRASO MATUTINO;04.02.2014
120.091;ATRASO MATUTINO;04.02.2014
1.121.485;ATRASO MATUTINO;04.02.2014
4.120.301;ATRASO MATUTINO;04.02.2014
4.120.346;ATRASO MATUTINO;04.02.2014
4.120.367;ATRASO MATUTINO;04.02.2014
4.120.489;ATRASO MATUTINO;04.02.2014
4.120.669;ATRASO MATUTINO;04.02.2014
4.120.734;ATRASO MATUTINO;04.02.2014
4.120.766;ATRASO MATUTINO;04.02.2014
4.120.797;ATRASO MATUTINO;04.02.2014
1.121.172;FALTA REGULAR MATUTINO;05.02.2014
